price_aprox_usd,surface_covered_in_m2,lat,lon,borough
225498.15,74.0,19.405298,-99.164986,Cuauhtémoc
29212.28,57.0,19.3217152,-99.2645126,Iztapalapa
135053.0,115.0,19.432657,-99.177444,Miguel Hidalgo
31980.69,60.0,19.441879,-99.167819,Miguel Hidalgo
56796.02,65.0,19.328366,-99.114767,Coyoacán
123813.23,75.0,19.387245,-99.147388,Benito Juárez
44783.51,50.0,19.317698,-99.061256,Iztapalapa
104835.55,90.0,19.444966,-99.202496,Miguel Hidalgo
44364.02,50.0,19.363343,-99.224118,Álvaro Obregón
56866.41,55.0,,,Iztacalco
44151.27,69.0,19.470991,-99.168165,Azcapotzalco
225498.15,74.0,19.405298,-99.164986,Cuauhtémoc
49051.11,69.0,19.446256,-99.147767,Cuauhtémoc
91487.28,90.0,19.39516,-99.168487,Benito Juárez
196784.01,84.0,19.400004,-99.16735,Benito Juárez
94045.37,65.0,19.472155,-99.161186,Azcapotzalco
150830.86,74.0,19.364891,-99.148384,Benito Juárez
131716.2,95.0,19.509213,-99.1407,Gustavo A. Madero
38091.59,60.0,19.445743,-99.174986,Miguel Hidalgo
258751.98,100.0,19.323593,-99.216426,Álvaro Obregón
44783.51,50.0,19.317698,-99.061256,Iztapalapa
38012.24,70.0,19.562385,-99.141146,Gustavo A. Madero
80635.87,90.0,19.473486,-99.185753,Azcapotzalco
14163.7,52.0,19.363469,-99.010141,Iztapalapa
51632.75,70.0,19.452419,-99.175058,Miguel Hidalgo
89040.15,115.0,19.42052,-99.152161,Cuauhtémoc
68070.93,80.0,19.375223,-99.182056,Benito Juárez
100104.31,70.0,,,Cuajimalpa de Morelos
47391.75,80.0,19.470215,-99.140075,Gustavo A. Madero
374811.64,125.0,,,Miguel Hidalgo
62170.05,90.0,19.392185,-99.135357,Benito Juárez
33719.34,54.0,19.38642,-99.222521,Álvaro Obregón
85878.96,78.0,19.396893,-99.152302,Benito Juárez
35636.08,65.0,19.474446,-99.088493,Gustavo A. Madero
44783.51,60.0,19.477389,-99.150971,Azcapotzalco
33488.61,56.0,19.362363,-99.017827,Iztapalapa
54949.68,69.0,19.2990233,-99.0436467,Tláhuac
86563.89,64.0,19.386551,-99.193708,Álvaro Obregón
43202.91,91.0,19.309208,-99.171906,Coyoacán
250320.14,100.0,19.355921,-99.180214,Álvaro Obregón
35847.88,55.0,19.453854,-99.193979,Miguel Hidalgo
86148.19,70.0,19.283701,-99.220215,Tlalpan
108913.49,65.0,19.3679526,-99.2983107,Cuajimalpa de Morelos
86140.66,95.0,19.314216,-99.135841,Coyoacán
28977.56,54.0,19.365427,-99.243484,Álvaro Obregón
53225.96,96.0,19.391557,-99.180726,Benito Juárez
156426.17,91.0,19.341894,-99.224525,Álvaro Obregón
130135.61,120.0,19.369335,-99.191614,Benito Juárez
86748.29,86.0,19.388044,-99.185753,Benito Juárez
196784.01,83.0,,,Cuajimalpa de Morelos
64488.25,57.0,19.366738,-99.14554,Benito Juárez
68492.42,50.0,19.287188,-99.170525,Tlalpan
52686.48,80.0,19.437147,-99.167073,Cuauhtémoc
60043.36,90.0,19.445816,-99.170462,Miguel Hidalgo
38904.59,60.0,19.408155,-99.107965,Venustiano Carranza
89567.02,64.0,19.410307,-99.065399,Iztacalco
34983.82,60.0,19.51918,-99.143403,Gustavo A. Madero
44659.17,70.0,19.365624,-99.196608,Coyoacán
46785.59,85.0,19.451809,-99.170181,Miguel Hidalgo
89524.87,57.0,19.345152,-99.197821,Álvaro Obregón
39251.43,50.0,19.305666,-99.051631,Tláhuac
79029.72,67.0,19.428152,-99.106194,Venustiano Carranza
102763.0,80.0,19.417364,-99.159454,Cuauhtémoc
285824.17,96.0,19.41498,-99.177444,Cuauhtémoc
50936.29,62.0,19.445553,-99.097057,Venustiano Carranza
110114.75,93.0,19.387579,-99.170353,Benito Juárez
131768.89,80.0,19.434723,-99.175887,Miguel Hidalgo
34615.01,59.0,19.511437,-99.133339,Gustavo A. Madero
61647.13,50.0,19.404288,-99.119604,Iztacalco
46094.35,70.0,19.527514,-99.15184,Gustavo A. Madero
205526.01,123.0,,,Cuajimalpa de Morelos
50579.02,62.0,19.454332,-99.200287,Miguel Hidalgo
374074.03,118.0,19.4280794,-99.164609,Cuauhtémoc
94858.16,85.0,19.199665,-99.153915,Tlalpan
47681.26,60.0,19.305233,-99.12269,Coyoacán
104319.23,85.0,19.44661,-99.160309,Cuauhtémoc
34509.64,60.0,19.299713,-99.037758,Tláhuac
48102.75,65.0,19.454332,-99.200287,Miguel Hidalgo
200208.63,61.0,19.432635,-99.172921,Miguel Hidalgo
22022.95,50.0,19.29707,-99.051074,Tláhuac
123813.23,110.0,19.387245,-99.147388,Benito Juárez
370717.9,110.0,19.411748,-99.172411,Cuauhtémoc
47417.83,80.0,19.469689,-99.085457,Gustavo A. Madero
40067.01,63.0,19.417363,-99.068463,Iztacalco
50052.15,56.0,19.3707909,-99.1370465,Benito Juárez
49051.11,56.0,19.456993,-99.118637,Venustiano Carranza
60589.45,53.0,19.264647,-99.112747,Xochimilco
18708.13,50.0,,,Tláhuac
108939.32,65.0,19.366901,-99.297272,Cuajimalpa de Morelos
44275.77,60.0,19.359407,-99.060657,Iztapalapa
58271.25,60.0,19.397531,-99.182964,Miguel Hidalgo
51592.29,50.0,19.325608,-99.06112,Iztapalapa
60220.65,111.0,19.326756,-99.117844,Coyoacán
76722.05,86.0,19.388044,-99.185753,Benito Juárez
149734.98,79.0,19.3670983,-99.1624422,Benito Juárez
289844.37,80.0,19.432581,-99.163438,Cuauhtémoc
106690.12,60.0,19.328833,-99.133163,Coyoacán
74846.35,92.0,,,Álvaro Obregón
53092.64,70.0,19.35782,-99.149406,Benito Juárez
252955.09,87.0,19.4396219801,-99.1828966141,Miguel Hidalgo
52949.91,50.0,19.336195,-99.23692,Álvaro Obregón
144624.39,80.0,19.469769,-99.157379,Azcapotzalco
58271.25,65.0,19.496491,-99.149702,Gustavo A. Madero
39524.23,62.0,19.431252,-99.146999,Cuauhtémoc
29451.74,70.0,19.306256,-99.236671,La Magdalena Contreras
96697.24,80.0,19.371132,-99.173156,Benito Juárez
362166.88,119.0,19.437523,-99.17835,Miguel Hidalgo
29962.59,70.0,19.458968,-99.152898,Azcapotzalco
32876.36,80.0,19.317741,-99.119331,Coyoacán
255529.44,122.0,19.390912,-99.172242,Benito Juárez
118368.93,90.0,19.373281,-99.160485,Benito Juárez
263190.06,87.0,19.432657,-99.177444,Miguel Hidalgo
44178.77,70.0,19.382145,-99.142159,Benito Juárez
35856.38,80.0,19.453854,-99.193979,Miguel Hidalgo
104319.23,70.0,19.34841,-99.125713,Coyoacán
18440.26,50.0,19.422397,-99.09769,Venustiano Carranza
50064.02,79.0,,,Cuauhtémoc
141199.77,110.0,19.286619,-99.152534,Tlalpan
39514.86,65.0,19.387651,-99.142257,Benito Juárez
192305.66,112.0,23.634501,-102.552788,Cuauhtémoc
191737.28,55.0,19.444684,-99.176413,Miguel Hidalgo
53776.72,75.0,,,Coyoacán
30952.36,70.0,19.447374,-99.137868,Cuauhtémoc
200208.63,126.0,19.363021,-99.174418,Benito Juárez
45837.24,58.0,19.417363,-99.068463,Iztacalco
36088.87,80.0,19.374628,-99.188927,Benito Juárez
81075.01,60.0,19.291685,-99.11704,Coyoacán
65612.21,70.0,19.416195,-99.157971,Cuauhtémoc
221335.7,75.0,19.3713316153,-99.2654308677,Álvaro Obregón
33508.6,60.0,19.399226,-99.134352,Iztacalco
171757.93,100.0,19.335116,-99.223332,Álvaro Obregón
218486.8,100.0,19.4032833,-99.1821858,Miguel Hidalgo
111519.74,110.0,19.431629,-99.162762,Cuauhtémoc
81664.04,70.0,19.441043,-99.175585,Miguel Hidalgo
46943.65,63.0,19.501572,-99.17551,Azcapotzalco
61641.52,90.0,19.39942,-99.141673,Benito Juárez
68350.57,55.0,19.4546836,-99.1933664,Miguel Hidalgo
38472.4,50.0,19.410055,-99.114487,Venustiano Carranza
53213.34,80.0,19.389044,-99.179657,Benito Juárez
39897.02,60.0,19.38828,-99.195529,Álvaro Obregón
136564.13,60.0,19.3598088,-99.1488603,Benito Juárez
148084.12,64.0,19.39365,-99.14769,Benito Juárez
62170.05,66.0,19.411112,-99.193066,Miguel Hidalgo
41105.2,59.0,19.4661858,-99.1545368,Azcapotzalco
122074.58,80.0,19.359983,-99.158066,Benito Juárez
152790.8,76.0,19.381729,-99.164986,Benito Juárez
170372.28,74.0,19.39365,-99.14769,Benito Juárez
73177.15,83.0,19.523731,-99.137538,Gustavo A. Madero
51105.88,80.0,19.395427,-99.05035,Iztapalapa
40041.72,60.0,19.468153,-99.189217,Azcapotzalco
226605.6,123.0,19.4001854,-99.1729456,Miguel Hidalgo
62591.54,85.0,19.384037,-99.140704,Benito Juárez
46469.47,79.0,19.363542,-99.224084,Álvaro Obregón
158059.45,80.0,,,Benito Juárez
68861.23,51.0,19.473415,-99.143539,Gustavo A. Madero
130552.89,90.0,19.435359,-99.210742,Miguel Hidalgo
88513.29,60.0,23.634501,-102.552788,Benito Juárez
44783.51,56.0,19.392349,-99.07093,Iztacalco
141199.77,110.0,19.286619,-99.152534,Tlalpan
63223.78,80.0,19.441809,-99.156423,Cuauhtémoc
58481.99,120.0,19.299815,-99.12053,Tlalpan
79029.72,60.0,19.482603,-99.194748,Azcapotzalco
57441.88,70.0,19.396247,-99.190282,Álvaro Obregón
258926.82,120.0,23.634501,-102.552788,Benito Juárez
100128.05,102.0,19.336195,-99.23692,Álvaro Obregón
89567.02,110.0,19.368568,-99.15031,Benito Juárez
131716.2,90.0,19.414261,-99.104118,Venustiano Carranza
175231.5,100.0,19.428324,-99.176337,Miguel Hidalgo
45837.24,70.0,19.444606,-99.1740457,Miguel Hidalgo
106690.12,90.0,19.419403,-99.135361,Cuauhtémoc
40766.64,80.0,19.348586,-99.115129,Iztapalapa
72817.98,80.0,19.269985,-99.11523,Xochimilco
63750.64,90.0,19.452365,-99.124572,Venustiano Carranza
113566.29,60.0,19.3736979,-99.1933122,Álvaro Obregón
54933.04,69.0,19.2990233,-99.0436467,Tláhuac
51632.75,60.0,19.396593,-99.133163,Benito Juárez
94045.37,65.0,19.472155,-99.161186,Azcapotzalco
71390.18,80.0,19.446829,-99.159454,Cuauhtémoc
240619.17,107.0,19.3814836,-99.1654942,Benito Juárez
49525.29,70.0,19.415143,-99.14685,Cuauhtémoc
68546.69,60.0,19.383446,-99.137643,Benito Juárez
21109.68,80.0,19.418844,-99.132357,Cuauhtémoc
95257.16,80.0,19.396247,-99.190282,Álvaro Obregón
28398.01,60.0,19.363469,-99.010141,Iztapalapa
39514.86,76.0,19.35568,-99.099406,Iztapalapa
147557.13,80.0,19.3499358,-99.2906864,Cuajimalpa de Morelos
158059.45,99.0,19.368475,-99.17952,Benito Juárez
77975.99,65.0,19.376456,-99.145563,Benito Juárez
175231.5,115.0,19.428324,-99.176337,Miguel Hidalgo
168122.56,103.0,19.394358,-99.177444,Benito Juárez
152790.8,90.0,19.362486,-99.15682,Tlalpan
152827.03,64.0,,,Cuajimalpa de Morelos
41622.32,69.0,19.348909,-99.073563,Iztapalapa
121178.91,54.0,19.331932,-99.246689,Álvaro Obregón
44081.04,60.0,19.380236,-99.139978,Benito Juárez
64134.65,55.0,,,Miguel Hidalgo
126236.81,97.0,19.271467,-99.146309,Tlalpan
90884.18,60.0,19.446207,-99.169959,Miguel Hidalgo
140525.38,61.0,19.364891,-99.148384,Benito Juárez
53609.39,65.0,19.446198,-99.139166,Cuauhtémoc
43097.54,53.0,19.516777,-99.160149,Gustavo A. Madero
55320.8,73.0,19.441392,-99.174422,Miguel Hidalgo
103502.59,68.0,23.634501,-102.552788,Benito Juárez
260798.09,119.0,19.373972,-99.164159,Benito Juárez
135035.86,70.0,19.3670983,-99.1624422,Benito Juárez
43202.91,50.0,19.410307,-99.065399,Iztacalco
56866.41,55.0,,,Iztacalco
50403.42,50.0,19.402991,-99.173922,Miguel Hidalgo
64155.64,90.0,19.377369,-99.198052,Álvaro Obregón
104319.23,65.0,19.386852,-99.194748,Álvaro Obregón
77167.11,63.0,19.417923,-99.148384,Cuauhtémoc
45696.77,75.0,19.455944,-99.211803,Miguel Hidalgo
55239.14,85.0,19.306092,-99.113431,Coyoacán
303782.83,121.0,19.394358,-99.177444,Benito Juárez
277130.9,100.0,19.368475,-99.17952,Benito Juárez
162206.93,50.0,19.349174,-99.145828,Coyoacán
54949.68,69.0,19.2990233,-99.0436467,Tláhuac
77449.13,100.0,19.391906,-99.135576,Benito Juárez
130002.84,110.0,19.36409,-99.189935,Benito Juárez
106374.01,60.0,,,Benito Juárez
152099.45,61.0,19.4306069,-99.0949899,Venustiano Carranza
63223.78,80.0,19.486215,-99.092376,Gustavo A. Madero
63344.17,77.0,19.377033,-99.129878,Iztapalapa
67191.19,100.0,19.3340701,-99.0712814,Iztapalapa
165962.42,116.0,19.478469,-99.116014,Gustavo A. Madero
77148.81,63.0,19.417923,-99.148384,Cuauhtémoc
75783.82,70.0,19.512787,-99.141393,Gustavo A. Madero
96198.82,125.0,19.374146,-99.146777,Benito Juárez
56959.35,75.0,19.402944,-99.199727,Miguel Hidalgo
104846.1,97.0,19.430141,-99.172536,Cuauhtémoc
110641.61,65.0,19.498246,-99.147089,Gustavo A. Madero
31980.69,60.0,19.441879,-99.167819,Miguel Hidalgo
93089.89,90.0,19.395077,-99.168409,Benito Juárez
48550.59,71.0,19.523341,-99.1517,Gustavo A. Madero
22396.9,51.0,19.3513303772,-99.0816683695,Iztapalapa
108449.85,63.0,19.370501,-99.139389,Benito Juárez
34254.33,60.0,19.524143,-99.160149,Gustavo A. Madero
93071.72,90.0,19.375618,-99.194918,Álvaro Obregón
168889.68,74.0,19.394073,-99.153915,Benito Juárez
100286.15,98.0,19.422564,-99.154225,Cuauhtémoc
93255.07,69.0,19.472155,-99.161186,Azcapotzalco
150830.86,74.0,19.364891,-99.148384,Benito Juárez
102949.38,80.0,19.400249,-99.177444,Miguel Hidalgo
67965.56,57.0,19.416408,-99.126701,Venustiano Carranza
120680.66,90.0,19.368048,-99.170392,Benito Juárez
142095.44,100.0,19.370933,-99.173043,Benito Juárez
94045.37,65.0,19.472155,-99.161186,Azcapotzalco
142369.41,79.0,,,Tlalpan
58390.46,90.0,,,Iztapalapa
175972.85,86.0,19.367424,-99.185753,Benito Juárez
150156.47,82.0,19.368544,-99.163605,Benito Juárez
43729.78,71.0,19.391054,-99.14077,Benito Juárez
47119.62,72.0,19.3915,-99.038137,Iztapalapa
171231.07,65.0,19.394179,-99.177221,Benito Juárez
242415.29,88.0,19.3872626,-99.1754024,Benito Juárez
210795.91,120.0,,,Benito Juárez
44048.9,70.0,19.410215,-99.14595,Cuauhtémoc
34446.05,50.0,19.467806,-99.130254,Gustavo A. Madero
75359.53,102.0,,,Azcapotzalco
35890.03,70.0,19.487416,-99.118006,Gustavo A. Madero
119229.96,62.0,19.4306069,-99.0949899,Venustiano Carranza
93071.72,90.0,19.375618,-99.194918,Álvaro Obregón
37481.16,53.0,,,Gustavo A. Madero
166489.28,98.0,19.380937,-99.179545,Benito Juárez
40041.72,50.0,19.446524,-99.142241,Cuauhtémoc
29574.66,75.0,19.41526,-99.075364,Venustiano Carranza
41105.2,60.0,19.469689,-99.085457,Gustavo A. Madero
134756.21,73.0,19.364891,-99.148384,Benito Juárez
35890.24,60.0,19.41275,-99.126007,Venustiano Carranza
342462.14,110.0,19.419116,-99.161436,Cuauhtémoc
93540.68,65.0,19.472155,-99.161186,Azcapotzalco
140525.38,61.0,19.364891,-99.148384,Benito Juárez
61881.11,60.0,19.354219,-99.126244,Coyoacán
148049.01,64.0,19.380747,-99.155304,Benito Juárez
268047.75,92.0,19.394358,-99.177444,Benito Juárez
177267.41,102.0,19.427607,-99.160835,Cuauhtémoc
69335.41,54.0,19.455525,-99.124086,Cuauhtémoc
197574.31,97.0,19.400249,-99.177444,Miguel Hidalgo
168889.68,74.0,19.3713214,-99.1409854,Benito Juárez
132067.41,90.0,19.395261,-99.153153,Benito Juárez
163696.9,82.0,,,Coyoacán
120652.04,120.0,19.367931,-99.170262,Benito Juárez
21074.59,50.0,19.305449,-99.051736,Tláhuac
52686.48,68.0,19.453142,-99.180214,Miguel Hidalgo
166001.78,110.0,19.367025,-99.170349,Benito Juárez
46954.78,80.0,19.378533,-99.187561,Álvaro Obregón
129608.75,120.0,19.392172,-99.154625,Benito Juárez
26027.12,60.0,19.410419,-99.194748,Miguel Hidalgo
106374.01,60.0,,,Benito Juárez
62170.05,70.0,19.411112,-99.193066,Miguel Hidalgo
84466.97,80.0,19.389067,-99.162824,Benito Juárez
167582.75,100.0,19.3404477,-99.1297322,Álvaro Obregón
237089.17,101.0,19.341894,-99.224525,Álvaro Obregón
43202.91,50.0,19.410307,-99.065399,Iztacalco
31506.51,65.0,19.456454,-99.123252,Venustiano Carranza
86140.71,60.0,19.317887,-99.135625,Coyoacán
51632.75,77.0,19.323772,-99.116562,Coyoacán
160693.77,89.0,19.417364,-99.159454,Cuauhtémoc
26870.1,69.0,19.448311,-99.157021,Cuauhtémoc
61895.74,80.0,19.352333,-99.121169,Coyoacán
142287.24,64.0,19.392937,-99.263313,Cuajimalpa de Morelos
201837.08,84.0,19.367424,-99.185753,Benito Juárez
59535.72,63.0,19.309208,-99.171906,Coyoacán
156771.66,85.0,19.443178,-99.20237,Miguel Hidalgo
279238.36,110.0,19.378864,-99.170313,Benito Juárez
94308.8,57.0,19.298168,-99.113106,Tlalpan
53399.87,60.0,19.2990233,-99.0436467,Tláhuac
67664.19,72.0,19.366505,-99.222297,Álvaro Obregón
168636.73,116.0,19.478469,-99.116014,Gustavo A. Madero
107216.99,100.0,19.431629,-99.162762,Cuauhtémoc
32185.47,54.0,,,Álvaro Obregón
52943.48,120.0,19.400785,-99.147419,Benito Juárez
20568.8,50.0,19.486329,-99.086792,Gustavo A. Madero
42159.18,61.0,19.4301421,-99.109777,Venustiano Carranza
298776.85,94.0,19.361269,-99.1719297,Benito Juárez
35616.06,77.0,19.498246,-99.202133,Azcapotzalco
90747.64,91.0,19.333981,-99.233654,Álvaro Obregón
97891.48,60.0,19.386836,-99.217824,Álvaro Obregón
75692.87,80.0,,,Álvaro Obregón
31611.89,75.0,19.291903,-99.124191,Tlalpan
156426.17,91.0,19.341894,-99.224525,Álvaro Obregón
105372.96,58.0,19.506042,-99.153915,Gustavo A. Madero
126236.81,97.0,19.271467,-99.146309,Tlalpan
65873.72,54.0,19.48314,-99.211139,Azcapotzalco
110957.73,70.0,,,Álvaro Obregón
259584.62,78.0,19.417364,-99.159454,Cuauhtémoc
66384.96,80.0,19.364891,-99.148384,Benito Juárez
94045.37,65.0,19.472155,-99.161186,Azcapotzalco
25795.3,52.0,19.321644,-99.044846,Iztapalapa
117089.64,61.0,19.4306069,-99.0949899,Venustiano Carranza
56416.68,70.0,19.363542,-99.224084,Álvaro Obregón
27192.67,50.0,19.439858,-99.150241,Cuauhtémoc
24235.78,60.0,19.504985,-99.208557,Azcapotzalco
34562.33,60.0,19.317534,-99.058491,Iztapalapa
141199.77,110.0,19.286619,-99.152534,Tlalpan
58671.66,70.0,19.450827,-99.156468,Cuauhtémoc
121800.61,67.0,19.446829,-99.159454,Cuauhtémoc
76922.26,86.0,19.36867,-99.218886,Álvaro Obregón
153163.3,60.0,19.3736979,-99.1933122,Álvaro Obregón
107322.36,90.0,19.305984,-99.127341,Coyoacán
102738.64,92.0,19.366934,-99.291958,Cuajimalpa de Morelos
37943.26,59.0,19.490054,-99.093551,Gustavo A. Madero
221283.23,90.0,19.442027,-99.185897,Miguel Hidalgo
208638.47,82.0,19.432657,-99.177444,Miguel Hidalgo
33508.6,70.0,19.399226,-99.134352,Iztacalco
104319.23,85.0,19.446829,-99.159454,Cuauhtémoc
163854.96,50.0,19.386821,-99.164805,Benito Juárez
60030.97,70.0,19.402944,-99.199727,Miguel Hidalgo
196784.01,83.0,,,Cuajimalpa de Morelos
43213.16,80.0,19.381259203,-99.1038592905,Iztacalco
79566.6,117.0,19.2990233,-99.0436467,Tláhuac
126447.56,80.0,19.38499,-99.227853,Álvaro Obregón
181768.36,108.0,19.380798,-99.18286,Benito Juárez
124403.22,63.0,19.47517,-99.152534,Azcapotzalco
146184.86,52.0,19.383915,-99.173846,Benito Juárez
376708.35,117.0,19.417364,-99.159454,Cuauhtémoc
49033.51,70.0,19.446256,-99.147767,Cuauhtémoc
101333.7,80.0,19.401366,-99.18064,Miguel Hidalgo
250065.85,108.0,19.40099,-99.161174,Benito Juárez
77712.56,55.0,19.396727,-99.115875,Iztacalco
88758.86,75.0,19.348122,-99.125716,Coyoacán
32857.66,55.0,,,Iztapalapa
92201.34,77.0,19.4526892,-99.1179867,Venustiano Carranza
226578.22,74.0,19.39912,-99.141464,Benito Juárez
152719.99,62.0,19.39365,-99.14769,Benito Juárez
36880.53,51.0,19.424719,-99.06065,Venustiano Carranza
156444.61,52.0,19.405298,-99.164986,Cuauhtémoc
72760.03,75.0,19.401819,-99.184615,Miguel Hidalgo
40568.59,63.0,19.388044,-99.185753,Benito Juárez
187037.01,100.0,19.33923,-99.218987,Álvaro Obregón
124231.33,79.0,19.3638234,-99.1444714,Benito Juárez
254378.56,118.0,19.381729,-99.164986,Benito Juárez
93518.5,65.0,19.472155,-99.161186,Azcapotzalco
77712.56,60.0,19.382956,-99.145972,Benito Juárez
90747.64,91.0,19.333981,-99.233654,Álvaro Obregón
29609.8,55.0,19.383966,-99.101121,Iztacalco
130110.16,105.0,19.391819,-99.188639,Benito Juárez
63238.77,82.0,19.378786,-99.208595,Álvaro Obregón
38735.1,57.0,,,Azcapotzalco
86862.09,85.0,19.348122,-99.125716,Coyoacán
39514.86,56.0,19.452301,-99.207422,Miguel Hidalgo
274034.68,126.0,19.337386,-99.205912,Álvaro Obregón
309606.85,105.0,19.355921,-99.180214,Álvaro Obregón
156426.17,91.0,19.341894,-99.224525,Álvaro Obregón
210745.93,102.0,19.403561,-99.156308,Benito Juárez
165962.42,80.0,19.41498,-99.177444,Cuauhtémoc
368892.84,110.0,19.395268,-99.175265,Benito Juárez
40103.47,90.0,19.368697,-99.208668,Álvaro Obregón
21343.29,66.0,19.446313,-99.14006,Cuauhtémoc
120125.18,80.0,19.399815,-99.150806,Benito Juárez
62380.79,58.0,19.441234,-99.136622,Cuauhtémoc
51076.22,70.0,19.392185,-99.135357,Benito Juárez
136984.85,82.0,19.380644,-99.179176,Benito Juárez
98020.09,85.0,19.384467,-99.135872,Benito Juárez
148407.44,55.0,23.634501,-102.552788,Cuauhtémoc
94858.16,71.0,19.3246591,-99.140855,Coyoacán
33982.78,60.0,19.448187,-99.161176,Cuauhtémoc
46832.91,59.0,19.444569,-99.168699,Miguel Hidalgo
47681.26,70.0,19.457982,-99.19269,Miguel Hidalgo
52313.62,60.0,19.446829,-99.159454,Cuauhtémoc
152827.03,78.0,19.3499358,-99.2906864,Cuajimalpa de Morelos
39514.86,60.0,19.412097,-99.073245,Iztacalco
226551.88,80.0,19.384068,-99.167882,Benito Juárez
51105.88,60.0,19.439759,-99.1047,Venustiano Carranza
44794.13,75.0,19.412142,-99.146127,Cuauhtémoc
93311.24,60.0,23.634501,-102.552788,Benito Juárez
53092.59,80.0,19.35782,-99.149406,Benito Juárez
67981.68,63.0,19.392349,-99.07093,Iztacalco
157691.15,75.0,19.39365,-99.14769,Benito Juárez
34387.36,50.0,19.527836,-99.169827,Gustavo A. Madero
42149.18,57.0,19.306255,-99.234777,La Magdalena Contreras
46890.97,78.0,19.264442,-99.124863,Xochimilco
52956.04,85.0,19.400785,-99.147419,Benito Juárez
77975.99,75.0,19.392025,-99.135302,Benito Juárez
52686.48,68.0,19.453697,-99.180085,Miguel Hidalgo
48396.32,75.0,19.314895,-99.09423,Iztapalapa
37249.34,68.0,23.634501,-102.552788,Coyoacán
67438.69,65.0,19.414261,-99.104118,Venustiano Carranza
31085.02,50.0,19.3029619922,-99.0406322479,Tláhuac
30584.53,59.0,,,Iztapalapa
48524.25,63.0,23.634501,-102.552788,Coyoacán
37201.39,85.0,23.634501,-102.552788,Benito Juárez
50546.2,60.0,19.458118,-99.125557,Cuauhtémoc
55847.67,53.0,19.407816,-99.129707,Cuauhtémoc
26556.62,57.0,19.369418,-99.007392,Iztapalapa
69019.29,75.0,19.394965,-99.181702,Benito Juárez
106943.77,105.0,19.408904,-99.174556,Cuauhtémoc
47417.83,79.0,19.469689,-99.085457,Gustavo A. Madero
158059.45,82.0,19.341894,-99.224525,Álvaro Obregón
233717.24,114.0,19.39365,-99.14769,Benito Juárez
28984.43,92.0,19.399689,-99.188522,Miguel Hidalgo
66384.96,68.0,19.36269,-99.150565,Benito Juárez
165962.42,90.0,19.367025,-99.170349,Benito Juárez
210795.91,80.0,,,Cuauhtémoc
114818.32,60.0,19.4306069,-99.0949899,Venustiano Carranza
52423.05,69.0,19.362027,-99.19464,Álvaro Obregón
67175.26,68.0,19.428152,-99.106194,Venustiano Carranza
41348.35,50.0,19.263022,-99.119657,Xochimilco
94045.37,65.0,19.472155,-99.161186,Azcapotzalco
128456.91,80.0,19.383915,-99.173846,Benito Juárez
100894.61,80.0,19.355751,-99.299347,Cuajimalpa de Morelos
51000.51,56.0,19.345893,-99.067395,Iztapalapa
43202.91,50.0,19.410307,-99.065399,Iztacalco
217221.1,91.0,19.407187,-99.172405,Cuauhtémoc
172034.01,80.0,19.399649,-99.165891,Benito Juárez
142253.5,55.0,19.372684,-99.183678,Benito Juárez
39883.66,60.0,19.372724,-99.137094,Benito Juárez
30831.23,60.0,19.415783,-99.060391,Venustiano Carranza
103502.59,68.0,23.634501,-102.552788,Benito Juárez
68597.8,80.0,19.39932,-99.154999,Benito Juárez
35602.46,52.0,19.444688,-99.16605,Miguel Hidalgo
174140.42,70.0,19.383952,-99.160229,Benito Juárez
33118.72,65.0,19.402386,-99.069638,Iztacalco
33192.48,65.0,19.462598,-99.131469,Cuauhtémoc
30835.54,110.0,19.282895,-99.166933,Tlalpan
39260.73,52.0,19.4445021981,-99.1660007089,Miguel Hidalgo
310850.25,87.0,,,Cuajimalpa de Morelos
362305.47,116.0,19.4157341697,-99.155623791,Cuauhtémoc
38812.34,68.0,19.464589,-99.183659,Azcapotzalco
250260.79,100.0,19.372713,-99.181832,Benito Juárez
46775.06,50.0,19.404377,-99.076596,Iztacalco
75125.55,60.0,19.377383,-99.144978,Benito Juárez
46943.65,60.0,19.359901,-99.189606,Álvaro Obregón
152827.03,120.0,19.359984,-99.1580693,Benito Juárez
61864.46,70.0,19.334546,-99.207876,Álvaro Obregón
52317.67,60.0,19.452621,-99.154479,Cuauhtémoc
37354.71,56.0,19.375983,-99.017354,Iztapalapa
131716.2,90.0,19.318989,-99.094437,Iztapalapa
64155.64,95.0,19.3757,-99.196831,Álvaro Obregón
110641.61,100.0,19.31534,-99.222755,Tlalpan
49894.1,85.0,19.366866,-99.221296,Álvaro Obregón
265255.37,76.0,,,Álvaro Obregón
34878.45,54.0,19.440549,-99.168493,Miguel Hidalgo
89567.02,64.0,19.410307,-99.065399,Iztacalco
125835.5,64.0,19.375412,-99.144234,Benito Juárez
87443.75,86.0,19.388044,-99.185753,Benito Juárez
60603.82,53.0,19.416151,-99.147042,Cuauhtémoc
52678.58,65.0,19.378321,-99.102702,Iztapalapa
156481.71,52.0,19.405298,-99.164986,Cuauhtémoc
129674.58,113.0,19.383364,-99.168089,Benito Juárez
222600.39,115.0,19.3023717,-99.167894,Coyoacán
209165.34,51.0,19.440935,-99.188522,Miguel Hidalgo
123813.23,69.0,19.3814504,-99.1919122,Benito Juárez
178080.31,58.0,,,Cuauhtémoc
41885.75,60.0,19.318575,-99.08635,Iztapalapa
102763.0,65.0,19.3697678418,-99.1392753126,Benito Juárez
